,time,1_T,1_H,1_L,2_T,2_H,2_L,3_T,3_H,3_L,4_T,4_H,4_L
0,2021-10-19 19:40:18,23.570206749663633,23.332489320253746,22.934302847137225,22.680129534750307,24.06650983670911,24.84321220249798,22.39061816526932,24.913920225815826,23.172454058693212,23.25542406170496,22.312108291912704,22.74889060507697
1,2021-10-19 19:40:18,22.98909857214506,24.09111958648877,24.384849256982825,22.305710499872628,22.67450346187866,24.527013350982592,22.66511373542768,23.12394110546442,23.8580752385236,23.81867033032584,22.619203308648085,24.252334824116016
2,2021-10-19 19:40:18,22.397376944817275,24.304752046771924,23.982252735517335,22.680050610052255,24.26055628252507,23.403489088886346,23.706712592958255,22.471620866506072,24.93888314701634,22.339910378360536,22.3450872520081,23.24778332754327
3,2021-10-19 19:40:18,23.94280057438484,24.35260384998662,24.742487495491602,22.597914081895546,24.399604065488653,23.14397588929384,23.96144949565578,24.004114261907038,24.606236975608596,23.27757031169353,24.29678026489562,22.1057559232538
4,2021-10-19 19:40:18,24.61883221803042,22.893732797817957,22.297496450368254,22.87982252001773,22.424340325812537,22.838352289117243,22.752305685180303,23.697280601827863,22.777572477973752,23.69323274820122,24.610743770183056,24.579944373363443
5,2021-10-19 19:40:18,22.35670761090206,22.403968448306127,22.21234090981127,23.783384503279617,24.280557609483743,22.335334957244687,24.030331749629028,24.67214588215767,22.072651272723874,24.70290412409026,24.031439653752535,22.97082369741531
6,2021-10-19 19:40:18,22.683987856819027,24.493910776429885,22.030706456911023,22.69630064526346,22.725863372679036,22.585206642049563,22.086325321330275,23.34982126717804,23.740942922696817,24.95508389374607,24.43769631703055,23.222431087284214
7,2021-10-19 19:40:18,23.078869328183973,22.177732170591188,24.603828125472308,22.693880166460033,22.6942883645769,24.24822539256265,24.55018181219563,22.31019002693725,22.81853251641303,24.806933191552314,24.5217935356703,23.59914127155393
8,2021-10-19 19:40:18,24.796471715898445,23.02079279143169,23.619181482276765,23.60550012927509,24.238359147359816,22.713341664969413,24.78558943535865,24.70498182717566,23.85461746164963,24.121141062790784,23.611787984321204,22.24614910513569
9,2021-10-19 19:40:18,24.73122633599874,24.219843967308798,22.937974657953802,22.422722411608493,24.188652117397925,24.26044261909657,24.676774265640447,24.990809678104437,22.033144612797756,23.562430988290043,22.488436148111052,23.919185560313856
10,2021-10-19 19:40:18,22.54288170382766,24.587592923883275,23.86651968601852,23.898381140241337,23.60828806884556,22.53874162973116,24.83835973383766,22.379837340057993,24.44588010837028,24.079163562463588,22.094159544318856,22.140871435649515
11,2021-10-19 19:40:18,23.604240153068012,23.949999376337512,22.93421759419285,24.33075848046512,24.5985252636197,23.73435477828464,23.327695906748584,23.350226304312134,22.381378969611788,24.937695200567667,23.203776472788274,23.082924941750615
12,2021-10-19 19:40:18,22.677383288316733,24.42619125771794,24.689709928914716,23.06639902903483,23.333486724937455,24.13418191765554,24.499152183332345,22.398591899785593,24.127719045358432,22.981192942341007,22.22697275315232,24.190676753095374
13,2021-10-19 19:40:18,24.222238632952624,24.862297478951223,24.03714730482566,23.693739409354475,24.93399420487579,24.990707538535506,24.65322366922403,23.44831856468399,22.53766875243806,22.91821641803972,23.132010373689948,24.238280564444345
14,2021-10-19 19:40:18,22.392049985453554,22.574745494076144,24.776390545459844,24.022435147668997,24.73309052796669,24.884103531058248,22.01873030388952,24.325172923378393,24.80940861494511,23.87276666735581,22.538398180264725,23.136925491665647
15,2021-10-19 19:40:18,23.12224212442243,24.750071263924163,22.514855073726505,23.22236433449327,23.651174138502313,24.44356475175595,24.79539921234906,23.001996598237056,23.651426923857972,24.478919447665003,23.720435794525926,24.05437119599872
16,2021-10-19 19:40:18,24.492908256488164,24.444774146328523,23.15859814408996,24.76923172794334,23.841809707609695,23.985962694083984,23.271464905965153,23.46893192008804,24.112312896285168,22.742816494267686,24.925280467570108,24.31280920524063
17,2021-10-19 19:40:18,24.608923261638505,22.391757390980956,23.698752501075777,23.403522848039433,24.62203023518617,22.639877490785555,22.54190485460111,24.753338548064942,23.52371801955299,24.518864094468075,24.407548087855762,23.420538054415186
18,2021-10-19 19:40:18,22.1882208070819,24.682557700995734,24.74643049160392,22.779426584985107,24.237774065434284,23.67441560371456,24.506638190486992,24.81360552640659,23.357672527116073,23.292907512368366,23.564262783808882,24.60379483101744
19,2021-10-19 19:40:18,23.131180574579123,24.953665562897466,23.077583660349003,24.6226549636424,24.61819027812646,23.193287235627217,24.28515076027288,24.875946263197037,23.142509432276384,22.879509541299694,23.998440752058215,23.40747367928968
20,2021-10-19 19:40:18,22.238373950656467,24.01740668435286,23.80071948563531,23.96321654448917,23.60578525400283,23.013233034489208,22.570128349612162,24.981116009738887,23.653766937175963,24.56944984051048,23.969497641253376,23.534174614623154
21,2021-10-19 19:40:18,24.682207341417325,24.75212626888076,24.27698896808739,23.31784658100896,23.80441834020801,24.188994117335255,23.212443779668607,22.13283069204234,23.2465509860054,22.175904948454512,23.994656403527195,24.972867897379366
22,2021-10-19 19:40:18,24.311643455234965,23.076318169883816,24.13065995347541,24.14984355583314,23.68037169147497,22.064712477174258,23.670267620775146,22.90572481776482,22.595213221264217,24.539807538315504,22.611737211058326,24.662768268162903
23,2021-10-19 19:40:18,22.69686578711914,24.544352364190527,22.588593199126112,22.759553089546728,24.301804745731687,22.608315773402616,24.395067624995384,22.631385993005914,24.328088117701384,23.37909459475666,23.120041815654023,24.2900809618016
24,2021-10-19 19:40:18,23.594166342799504,22.374490913938434,24.853727154473603,24.213194383934777,24.14110712400215,23.535577090192454,23.048272446603075,23.57134548637674,23.033557039171995,24.478135631457477,22.722086592696872,23.65277219374181
25,2021-10-19 19:40:18,22.275188570001276,23.688061048502696,23.4688797911405,23.99228722853716,22.78933279599288,22.07366706501435,22.530797677463614,23.487955065822053,24.985039284260793,24.025713845311625,23.823857511679144,24.046652062112063
26,2021-10-19 19:40:18,23.98134867221383,23.553612108069714,23.252090585155237,23.012942148422088,24.693896318242544,22.475242371142663,24.922724597952246,24.96532573802719,24.05082243451971,22.234770380603454,23.769488673475756,22.02466567821403
27,2021-10-19 19:40:18,24.89224999167432,22.516392744760203,23.53310562887867,23.702206958376067,22.566939863418888,22.668782763583334,23.511470979659325,24.818455438097793,23.898692227306753,22.771555358076714,22.994098277141273,24.357435539638068
28,2021-10-19 19:40:18,22.71625659900459,22.675165046424627,23.673526726645935,22.733545578468654,22.922401510126253,24.961956179497015,23.61588739348913,23.276347090147603,24.306181673920534,22.072321026106184,23.039575489481614,23.998944685821705
29,2021-10-19 19:40:18,23.219874541959868,22.498095177319502,23.457439534385042,22.314768508182166,23.928518353469517,24.912628694630847,23.131589316063867,23.74887886248961,22.6114146293455,22.890786512610497,22.84583791091203,23.141222693502943
30,2021-10-19 19:40:18,23.237488989312567,22.102114046090733,23.59219085140647,23.65402765365034,24.995418230580526,23.70819611694881,22.400536013716554,23.161569734818627,23.02071447111571,24.16965647512571,22.22474765498735,22.123692630814087
31,2021-10-19 19:40:18,24.948410087806206,23.109041106576747,23.26283164449945,22.012402417729625,23.6403900731797,24.56344775802245,22.597629393862732,23.200908150676224,22.235011030374874,24.301211683648322,24.738696766909744,22.20959289984393
32,2021-10-19 19:40:18,24.637078383008024,22.447547001544567,22.427929757035997,22.497481971025863,22.684205955636532,22.394675830117254,24.50754792536793,24.67106491101225,24.250948521054006,24.46862204107682,22.092036559222503,24.626438469313136
33,2021-10-19 19:40:18,23.58284487083612,24.877119371739138,24.312873154640982,22.99187166865077,24.529123114910085,22.04919421875038,24.185466438502043,22.199388067001415,22.189768068256733,22.097574824282226,22.77556257967938,23.642663952118536
34,2021-10-19 19:40:18,24.929712831312834,24.485211253699905,24.818484241849212,23.705687284495795,24.942300411748008,24.854629643423763,24.519904409335254,23.324475627878915,24.139064690612088,22.251405860733904,24.32078245393967,22.37531571698104
35,2021-10-19 19:40:18,24.72690456328733,22.061949948914123,24.0488106248738,24.33226167144226,24.68779498898288,24.656441747142583,24.784831684262596,22.97546718676277,24.890509363513726,24.0125725768028,23.85521210302901,23.494610927586262
36,2021-10-19 19:40:18,23.237283889737355,22.756796233700975,24.89884674255549,24.010009763242397,23.528409800823407,24.89036270516621,23.444789586448703,22.397690090857008,23.531236325462004,24.233958856099825,22.253430117556753,23.243409543155927
37,2021-10-19 19:40:18,22.179507513647636,22.006409077650332,24.80926552959207,24.532561466120658,24.175401606286645,23.037432188644875,22.97524072718732,24.55532136850138,23.42487073804483,22.956752469840453,22.75851263687541,22.979434370653575
38,2021-10-19 19:40:18,22.797773858279243,24.805071569803022,22.818692919789065,23.464491876269648,22.01460236787663,22.399155508046544,23.500876818207093,22.375420617301394,24.852603358133695,23.011393282708926,22.7620546713914,23.659123547065203
39,2021-10-19 19:40:18,23.896344709637493,23.584424120354015,22.30032488566652,22.742490275525377,24.102205701969226,23.323355153410304,23.305635447116263,23.875504571077215,23.803504806940435,23.850560681328577,23.60506244529781,22.726851072429515
40,2021-10-19 19:40:18,23.35616323216615,24.84128128208968,23.444151626325837,23.25864657849856,24.89294655091381,24.649067569172985,22.73373473733861,22.036003973869754,23.733119914171226,22.129588400313562,23.09302577456605,22.14906663208964
41,2021-10-19 19:40:18,22.503993732122698,23.914607145489025,24.455490857719735,24.72548762367952,23.3635972158034,23.820983481589312,24.01740070885007,22.000754395134738,24.962349268693828,23.639413867071923,24.92133911877965,23.18022265211126
42,2021-10-19 19:40:18,22.88579836210162,22.496222450387922,23.008540378916845,24.718378486675345,23.03430596011946,23.33607120582785,24.272118879972176,24.1403913518008,23.20775792133153,24.701898716905873,22.224528046730363,22.570641528252448
43,2021-10-19 19:40:18,23.45453996288997,23.360634666116134,24.820807948674254,22.41694491227602,24.393372559529723,24.992212850139712,22.832875664333248,22.10093274333913,23.925163235558582,22.370242331372683,23.532104367816235,22.864030216780915
44,2021-10-19 19:40:18,23.01643146930939,23.305932961459053,23.52884275196901,23.114317887601768,24.26400144716602,23.66240690072139,22.403713682737607,22.894937979321465,23.792072475148643,24.756263692783445,24.336352899917152,22.31827032789827
45,2021-10-19 19:40:18,22.5536411544456,24.583121736664076,22.43485463980023,23.362705578527354,23.548125790066376,23.17128128281117,23.312707900983305,24.322869198050633,24.922327783765677,22.910867048089308,24.94030692271665,23.06536261542428
46,2021-10-19 19:40:18,23.059155238455954,24.555888029746242,22.865641602211447,22.869045674295656,24.325516589679815,23.842456847352455,24.013641604948347,24.639972541660402,24.403867092572924,23.92165326872687,22.12661641162183,24.64656821842578
47,2021-10-19 19:40:18,23.566649526432233,22.896329068344116,23.08261981624671,23.86772186368087,24.63797072947749,23.85292635773499,22.623016529269588,24.077986268464898,22.130527437357237,23.4697537975429,24.810973456952812,22.58457660386373
48,2021-10-19 19:40:18,22.296077454276276,24.55924612625091,23.948295647381617,24.916343214050507,23.55524838435518,23.83849765170372,23.662468987764953,23.45573688427141,22.253184854203017,24.2072212982129,24.510833069603276,23.808548527199058
49,2021-10-19 19:40:18,22.619959107505032,23.5988574709973,24.767725377206826,24.159506793409996,22.1922253046567,22.418863059412494,23.642758064742036,23.70642923166411,22.34709480431229,24.31434676278557,22.011347299874096,23.888069784294967
50,2021-10-19 19:40:18,24.808987342604652,23.300230472155317,23.590006490343768,22.495691027348602,24.07823183526409,22.31876714734002,22.77066363275902,22.622944621616217,23.080632470572574,23.054039499081014,22.321271381822932,23.72429027275674
51,2021-10-19 19:40:18,22.24718596010489,24.101278815322754,23.33035013970645,22.11009837157799,24.948397792665805,23.731731995245788,22.64474275124062,22.69075273141625,24.668582799765296,22.513850682895725,23.23683141468524,22.5554672760372
52,2021-10-19 19:40:18,22.91898923219172,23.168617178393372,24.29098484226991,22.533936241510947,24.220183646963907,22.483468674635127,22.018360267856345,22.225949393584504,22.37122462024581,23.523646289242013,22.198224699835098,24.152899633973085
53,2021-10-19 19:40:18,24.26322091241623,23.28902566726481,22.850534514115974,24.598766266522922,22.040751337372473,24.727749386449965,23.225741781835676,22.80631244446799,22.77181589875743,23.01022038752226,23.099451404222656,23.883771765048962
54,2021-10-19 19:40:18,22.233450051828065,24.71818248389952,23.1640624517644,22.26899904989489,23.976426762340285,22.76605685623341,23.88853721773238,24.81955195271208,22.91813527965318,24.120709868831934,22.457493494331107,22.095419789260262
